model_key,display_name,opb,upb,H,mincalib,softmin_p_minus_4,product_resistance,balanced_accuracy,macro_f1,multiclass_mcc,linear_weighted_kappa,quadratic_weighted_kappa,ordinal_mae,severe_two_step_atom_error_rate,strict_sample_accuracy,severe_two_step_sample_rate,linear_loss_cvar90,linear_loss_cvar95,pmu_lambda_0_5,pmu_lambda_1_0,pmu_lambda_2_0,relative_pmu_lambda_1_0,rasch_over_theta,rasch_under_theta,rasch_min_theta,bradley_terry_ability
qwen35-a3b-base-vllm,Qwen3.5-35B-A3B Base,0.10443920322579339,0.2010187415842781,0.8445187774513429,0.7989812584157219,0.8404510427063946,0.7155362923944422,0.7963613701266189,0.6850514609157963,0.5565449648042675,0.5578154859626265,0.580256415199255,0.22124228297845533,0.05909033639914325,0.10685483870967742,0.6512096774193549,0.3592121737052078,0.4258646032330243,,,,,-1.6059866647570917,0.64048663347294,-1.6059866647570917,-0.7809049317224228
qwen35-a3b-sft-vllm,Qwen3.5-35B-A3B SFT,0.028975414489647307,0.284051521787408,0.824202341167108,0.715948478212592,0.7980445538304369,0.6952035743031499,0.7913153758152965,0.8210003601118948,0.7519485039275473,0.7819109122082027,0.8089843303759169,0.08063500062996094,0.017890890764772585,0.3870967741935484,0.2439516129032258,0.19702387086597611,0.24443735212156267,,,,,1.6059866647570917,-0.6404866334729404,-0.6404866334729404,0.7809049317224228
