model_key,display_name,opb,upb,H,mincalib,softmin_p_minus_4,product_resistance,balanced_accuracy,macro_f1,multiclass_mcc,linear_weighted_kappa,quadratic_weighted_kappa,ordinal_mae,severe_two_step_atom_error_rate,strict_sample_accuracy,severe_two_step_sample_rate,linear_loss_cvar90,linear_loss_cvar95,pmu_lambda_0_5,pmu_lambda_1_0,pmu_lambda_2_0,relative_pmu_lambda_1_0,rasch_over_theta,rasch_under_theta,rasch_min_theta,bradley_terry_ability
qwen3-8b-v241-coldstart-4k,qwen3-8b-v241-coldstart-4k,0.04538009503136668,0.34498418863644176,0.7769349614354439,0.6550158113635582,0.7409208065448101,0.6252911315968323,0.7397571442214611,0.7690072067115343,0.6932961607449223,0.7334752641442288,0.7694513272781983,0.09797902276797135,0.020593502174469175,0.3237113402061856,0.27422680412371137,0.2018609106015121,0.2488195459511249,,,,,-0.4046538917377118,-1.136136105680829,-1.136136105680829,-0.353257928609751
qwen3-8b-v241-sft-atomic-12k,qwen3-8b-v241-sft-atomic-12k,0.03550576871805048,0.2330629361014677,0.8544449623215854,0.7669370638985323,0.83849581823872,0.7397063738864503,0.8209541967869879,0.8452012946700233,0.7968708353020371,0.8287619365090723,0.8567358355752497,0.06421079559989767,0.011895625479662318,0.4639175257731959,0.177319587628866,0.16254637871179226,0.19486192754613807,,,,,0.20232694586885724,0.514445813891065,0.20232694586885724,0.12668547154466664
qwen3-8b-v241-sft-fluent-12k,qwen3-8b-v241-sft-fluent-12k,0.03253381672800406,0.22691598208045463,0.8594209390262735,0.7730840179195454,0.8440244132293009,0.7479326441652019,0.8270334674610277,0.8524384904614589,0.8108502391299871,0.8411764412281573,0.8680263577515859,0.05935021744691737,0.010616525965720132,0.47835051546391755,0.15257731958762888,0.1557616196311148,0.19064564382985436,,,,,0.20232694586885724,0.6216902917897649,0.20232694586885724,0.2265724570650844
